#mt_dcx   mt    pourcentage

55                         12         0.0043
55                         13         0.0127
55                         14         0.0084
55                         15         0.0108
55                         16         0.0008
55                         17         0.0062
55                         18         0.0020
55                         19         0.0088
55                         20         0.0001
55                         21         0.0183
55                         22         0.0000
55                         23         0.0529
55                         24         0.0193
55                         25         0.0095
55                         26         0.0502
55                         27         0.1738
55                         28         0.0168
55                         29         0.0089
55                         30         0.0084
55                         31         0.0000
55                         32         0.0027
55                         33         0.0076
55                         34         0.0036
55                         35         0.0155
55                         36         0.1515
55                         37         0.0008
55                         38         0.0310
55                         39         0.1546
55                         40         1.0517
55                         41         0.0303
55                         42         0.2798
55                         43         0.4167
55                         44         0.1556
55                         45         0.0376
55                         46         0.0000
55                         47         1.2319
55                         48         0.0672
55                         49         2.3148
55                         50         3.8889
55                         51         2.9200
55                         52         8.0025
55                         53         0.4259
55                         54         0.5426
55                         55         0.0040
55                         56         48.6315
55                         57         0.9788
55                         58         0.6194
55                         59         3.8374
55                         60         11.1567
55                         61         1.9110
55                         62         0.0557
55                         63         0.2604
55                         64         0.0116
55                         65         0.4452
55                         66         0.3894
55                         67         0.8882
55                         68         0.2935
55                         69         0.8014
55                         70         0.0196
55                         71         0.0166
55                         72         0.0478
55                         73         2.0842
55                         74         0.2529
55                         75         0.6093
55                         76         0.2400
55                         77         0.0042
55                         78         0.0039
55                         79         0.0203
55                         80         0.0458
55                         81         0.8143
55                         82         0.0477
55                         83         0.1361
55                         84         0.0130
55                         85         0.0414
55                         86         0.0000
55                         87         0.1159
55                         88         0.3176
55                         89         0.0190
55                         90         0.0110
55                         91         0.0246
55                         92         0.0641
55                         93         0.2790
55                         94         0.0188
55                         95         0.0105
55                         96         0.2303
55                         97         0.0371
55                         98         0.3144
55                         99         0.0337
55                         100         0.0156
55                         101         0.0060
55                         102         0.0301
55                         103         0.0000
55                         104         0.0066
55                         105         0.2378

56                         0         100.0000
56                         1         0.0033
56                         2         0.0004
56                         3         0.0001
56                         4         0.0001
56                         5         0.0010
56                         6         0.0006
56                         7         0.0000
56                         8         0.0008
56                         9         0.0000
56                         10         0.0012
56                         11         0.0000
56                         12         0.0119
56                         13         0.0004
56                         14         0.0005
56                         15         0.0079
56                         16         0.0001
56                         17         0.0000
56                         18         0.0001
56                         19         0.0073
56                         20         0.0022
56                         21         0.0018
56                         22         0.0035
56                         23         0.0407
56                         24         0.0002
56                         25         0.0011
56                         26         0.0048
56                         27         0.0609
56                         28         0.0162
56                         29         0.0089
56                         30         0.0092
56                         31         0.0002
56                         32         0.0223
56                         33         0.0372
56                         34         0.0004
56                         35         0.0033
56                         36         0.0968
56                         37         0.0022
56                         38         0.0068
56                         39         0.2987
56                         40         0.4318
56                         41         0.0737
56                         42         0.3713
56                         43         1.1437
56                         44         1.1601
56                         45         0.0024
56                         46         0.0046
56                         47         4.2691
56                         48         1.0027
56                         49         0.2148
56                         50         0.0016
56                         51         0.0517
56                         52         1.1074
56                         53         1.9123
56                         54         0.0327
56                         55         6.2375
56                         56         12.7108
56                         57         35.6213
56                         58         8.0350
56                         59         11.2093
56                         60         0.4974
56                         61         0.1489
56                         62         1.1427
56                         63         0.1074
56                         64         0.1610
56                         65         0.9365
56                         66         2.4261
56                         67         2.2679
56                         68         0.3304
56                         69         0.6763
56                         70         0.3735
56                         71         0.1203
56                         72         0.0460
56                         73         0.2360
56                         74         0.0484
56                         75         0.0645
56                         76         0.0213
56                         77         0.5020
56                         78         0.1233
56                         79         0.1423
56                         80         0.0018
56                         81         0.0479
56                         82         0.2113
56                         83         0.0138
56                         84         0.0287
56                         85         0.0773
56                         86         0.0013
56                         87         0.0408
56                         88         0.0092
56                         89         0.1766
56                         90         0.0952
56                         91         0.0120
56                         92         0.0249
56                         93         0.0458
56                         94         0.0007
56                         95         0.1351
56                         96         0.0855
56                         97         0.1280
56                         98         0.1696
56                         99         0.0001
56                         100         0.0390
56                         101         0.0431
56                         102         0.0056
56                         103         0.0036
56                         104         0.0314
56                         105         0.2106

57                         0         100.0000
57                         1         0.0004
57                         2         0.0016
57                         3         0.0001
57                         4         0.0001
57                         5         0.0091
57                         6         0.0007
57                         7         0.0018
57                         8         0.0027
57                         9         0.0006
57                         10         0.0000
57                         11         0.0044
57                         12         0.0076
57                         13         0.0017
57                         14         0.0032
57                         15         0.0038
57                         16         0.0000
57                         17         0.0072
57                         18         0.0001
57                         19         0.0023
57                         20         0.0022
57                         21         0.0003
57                         22         0.0008
57                         23         0.0065
57                         24         0.0017
57                         25         0.0022
57                         26         0.0350
57                         27         0.0879
57                         28         0.0008
57                         29         0.0306
57                         30         0.0332
57                         31         0.0186
57                         32         0.0136
57                         33         0.0437
57                         34         0.0265
57                         35         0.0000
57                         36         0.0053
57                         37         0.0017
57                         38         0.0155
57                         39         0.0013
57                         40         1.0609
57                         41         0.2265
57                         42         0.0386
57                         43         0.0327
57                         44         0.0889
57                         45         0.0368
57                         46         0.6065
57                         47         0.9570
57                         48         0.2051
57                         49         0.0000
57                         50         2.0401
57                         51         2.9976
57                         52         4.7697
57                         53         0.6048
57                         54         1.5002
57                         55         6.8188
57                         56         2.4899
57                         57         8.8506
57                         58         0.2479
57                         59         1.3971
57                         60         41.1830
57                         61         0.0966
57                         62         3.2453
57                         63         11.5389
57                         64         0.9481
57                         65         1.6224
57                         66         0.4361
57                         67         0.0376
57                         68         1.6691
57                         69         0.1270
57                         70         0.1481
57                         71         0.0222
57                         72         0.0862
57                         73         0.0261
57                         74         0.2368
57                         75         0.2722
57                         76         0.0740
57                         77         0.0016
57                         78         0.2706
57                         79         0.0030
57                         80         0.0374
57                         81         0.0368
57                         82         0.0953
57                         83         0.0110
57                         84         0.1179
57                         85         0.0326
57                         86         0.1000
57                         87         0.0116
57                         88         0.0648
57                         89         0.0037
57                         90         0.0767
57                         91         0.0002
57                         92         0.0113
57                         93         0.0216
57                         94         0.0457
57                         95         0.0017
57                         96         0.0737
57                         97         0.0424
57                         98         0.0005
57                         99         0.0616
57                         100         0.2583
57                         101         0.0071
57                         102         0.0538
57                         103         0.0004
57                         104         0.0430
57                         105         0.0378

58                         0         100.0000
58                         1         0.0017
58                         2         0.0000
58                         3         0.0005
58                         4         0.0001
58                         5         0.0019
58                         6         0.0026
58                         7         0.0001
58                         8         0.0003
58                         9         0.0006
58                         10         0.0008
58                         11         0.0051
58                         12         0.0011
58                         13         0.0085
58                         14         0.0004
58                         15         0.0039
58                         16         0.0024
58                         17         0.0057
58                         18         0.0018
58                         19         0.0001
58                         20         0.0006
58                         21         0.0056
58                         22         0.0059
58                         23         0.0015
58                         24         0.0003
58                         25         0.0051
58                         26         0.0095
58                         27         0.0110
58                         28         0.0017
58                         29         0.0003
58                         30         0.0145
58                         31         0.0053
58                         32         0.0079
58                         33         0.0026
58                         34         0.0451
58                         35         0.0003
58                         36         0.0007
58                         37         0.0580
58                         38         0.0498
58                         39         0.0133
58                         40         0.0302
58                         41         0.0229
58                         42         0.0145
58                         43         0.0000
58                         44         0.0326
58                         45         0.0991
58                         46         0.2739
58                         47         0.0145
58                         48         0.5029
58                         49         0.1196
58                         50         0.1686
58                         51         0.1148
58                         52         0.2100
58                         53         0.3785
58                         54         0.5204
58                         55         7.1403
58                         56         2.5347
58                         57         3.8412
58                         58         35.2818
58                         59         23.7959
58                         60         2.5413
58                         61         0.9494
58                         62         2.4361
58                         63         1.3829
58                         64         0.2435
58                         65         1.5984
58                         66         0.0685
58                         67         0.0373
58                         68         4.6925
58                         69         1.8170
58                         70         3.3932
58                         71         0.4467
58                         72         0.0426
58                         73         0.2892
58                         74         0.0119
58                         75         0.0008
58                         76         1.3510
58                         77         0.0384
58                         78         0.1301
58                         79         0.0289
58                         80         0.0009
58                         81         0.0314
58                         82         0.0000
58                         83         0.1647
58                         84         0.0417
58                         85         0.0501
58                         86         0.5435
58                         87         0.0186
58                         88         0.0323
58                         89         0.0068
58                         90         0.0013
58                         91         0.0071
58                         92         0.0288
58                         93         0.2330
58                         94         0.0062
58                         95         0.0140
58                         96         0.0426
58                         97         0.0669
58                         98         0.1233
58                         99         0.2032
58                         100         0.1755
58                         101         0.0094
58                         102         0.0032
58                         103         0.1498
58                         104         0.0236
58                         105         0.0028

59                         0         100.0000
59                         1         0.0016
59                         2         0.0000
59                         3         0.0000
59                         4         0.0001
59                         5         0.0000
59                         6         0.0004
59                         7         0.0000
59                         8         0.0057
59                         9         0.0009
59                         10         0.0004
59                         11         0.0000
59                         12         0.0000
59                         13         0.0047
59                         14         0.0006
59                         15         0.0002
59                         16         0.0006
59                         17         0.0003
59                         18         0.0001
59                         19         0.0000
59                         20         0.0071
59                         21         0.0012
59                         22         0.0062
59                         23         0.0863
59                         24         0.0088
59                         25         0.0182
59                         26         0.0090
59                         27         0.0051
59                         28         0.0017
59                         29         0.0077
59                         30         0.0355
59                         31         0.0005
59                         32         0.0043
59                         33         0.1576
59                         34         0.0018
59                         35         0.0640
59                         36         0.3364
59                         37         0.0220
59                         38         0.0962
59                         39         0.0016
59                         40         1.2261
59                         41         0.2108
59                         42         0.1221
59                         43         0.2805
59                         44         0.0278
59                         45         0.0003
59                         46         0.2622
59                         47         0.1462
59                         48         0.0001
59                         49         0.2397
59                         50         0.0031
59                         51         0.2207
59                         52         0.8221
59                         53         0.1809
59                         54         11.6615
59                         55         5.0307
59                         56         0.1596
59                         57         8.5153
59                         58         5.3866
59                         59         16.1500
59                         60         0.7972
59                         61         17.1133
59                         62         1.9985
59                         63         4.6246
59                         64         1.4455
59                         65         9.8664
59                         66         1.8151
59                         67         0.0888
59                         68         1.8387
59                         69         0.0281
59                         70         0.9063
59                         71         1.3179
59                         72         0.4572
59                         73         1.1665
59                         74         0.0071
59                         75         0.0401
59                         76         0.0001
59                         77         0.1680
59                         78         0.3273
59                         79         0.2017
59                         80         0.1021
59                         81         0.0267
59                         82         0.0007
59                         83         0.0108
59                         84         0.2212
59                         85         0.0126
59                         86         0.0326
59                         87         0.0048
59                         88         0.1050
59                         89         0.0816
59                         90         0.8232
59                         91         0.0220
59                         92         0.0047
59                         93         0.0494
59                         94         0.0071
59                         95         0.0612
59                         96         0.0078
59                         97         0.0061
59                         98         0.0123
59                         99         0.1352
59                         100         0.3698
59                         101         0.0035
59                         102         0.0388
59                         103         0.0486
59                         104         0.3196
59                         105         0.0581

60                         0         100.0000
60                         1         0.0000
60                         2         0.0006
60                         3         0.0000
60                         4         0.0026
60                         5         0.0013
60                         6         0.0002
60                         7         0.0026
60                         8         0.0031
60                         9         0.0003
60                         10         0.0022
60                         11         0.0052
60                         12         0.0002
60                         13         0.0008
60                         14         0.0036
60                         15         0.0005
60                         16         0.0023
60                         17         0.0002
60                         18         0.0021
60                         19         0.0003
60                         20         0.0083
60                         21         0.0072
60                         22         0.0004
60                         23         0.0128
60                         24         0.0012
60                         25         0.0007
60                         26         0.0004
60                         27         0.0104
60                         28         0.0122
60                         29         0.0100
60                         30         0.0015
60                         31         0.0077
60                         32         0.0080
60                         33         0.0935
60                         34         0.0320
60                         35         0.0212
60                         36         0.6685
60                         37         0.0128
60                         38         0.0214
60                         39         0.2063
60                         40         2.3302
60                         41         0.0004
60                         42         0.0381
60                         43         0.1638
60                         44         0.0391
60                         45         0.3520
60                         46         0.0053
60                         47         0.3466
60                         48         1.0692
60                         49         0.1259
60                         50         0.0266
60                         51         0.9648
60                         52         0.1285
60                         53         0.1775
60                         54         1.5708
60                         55         27.4816
60                         56         0.1211
60                         57         0.0814
60                         58         0.5722
60                         59         10.6584
60                         60         9.5488
60                         61         9.4988
60                         62         4.6395
60                         63         5.1278
60                         64         2.9011
60                         65         5.2896
60                         66         1.5309
60                         67         0.0945
60                         68         0.0292
60                         69         0.3249
60                         70         1.6934
60                         71         1.3085
60                         72         0.5560
60                         73         0.1827
60                         74         0.0031
60                         75         1.8159
60                         76         0.2003
60                         77         0.0487
60                         78         0.2862
60                         79         0.8298
60                         80         0.0252
60                         81         0.1435
60                         82         0.0367
60                         83         0.0088
60                         84         0.2039
60                         85         0.5485
60                         86         0.0518
60                         87         0.0121
60                         88         0.4007
60                         89         0.1127
60                         90         0.0964
60                         91         0.0000
60                         92         0.0037
60                         93         0.0187
60                         94         0.0014
60                         95         0.1969
60                         96         0.0103
60                         97         0.1374
60                         98         0.2125
60                         99         0.0065
60                         100         1.1369
60                         101         0.0063
60                         102         0.1810
60                         103         0.0988
60                         104         0.0945
60                         105         0.0035

61                         0         100.0000
61                         1         0.0006
61                         2         0.0006
61                         3         0.0006
61                         4         0.0014
61                         5         0.0004
61                         6         0.0072
61                         7         0.0003
61                         8         0.0040
61                         9         0.0010
61                         10         0.0004
61                         11         0.0000
61                         12         0.0013
61                         13         0.0001
61                         14         0.0008
61                         15         0.0015
61                         16         0.0013
61                         17         0.0005
61                         18         0.0019
61                         19         0.0003
61                         20         0.0099
61                         21         0.0008
61                         22         0.0001
61                         23         0.0063
61                         24         0.0137
61                         25         0.0112
61                         26         0.0003
61                         27         0.0109
61                         28         0.0050
61                         29         0.0052
61                         30         0.0055
61                         31         0.0004
61                         32         0.0210
61                         33         0.0002
61                         34         0.0037
61                         35         0.0029
61                         36         0.0472
61                         37         0.0353
61                         38         0.0065
61                         39         0.0465
61                         40         0.2318
61                         41         0.1373
61                         42         0.0353
61                         43         0.0001
61                         44         0.2722
61                         45         0.0531
61                         46         0.0157
61                         47         0.0071
61                         48         0.1614
61                         49         0.1807
61                         50         0.0004
61                         51         0.0073
61                         52         0.4475
61                         53         0.0253
61                         54         1.5039
61                         55         0.2706
61                         56         0.3348
61                         57         0.5285
61                         58         0.1180
61                         59         0.4138
61                         60         5.5562
61                         61         2.1388
61                         62         6.4704
61                         63         42.0329
61                         64         7.6540
61                         65         7.8849
61                         66         10.1727
61                         67         0.3278
61                         68         2.8550
61                         69         0.0449
61                         70         1.2796
61                         71         0.0246
61                         72         0.2127
61                         73         0.7498
61                         74         0.0751
61                         75         0.3537
61                         76         0.6790
61                         77         0.0049
61                         78         0.0137
61                         79         0.0322
61                         80         0.1449
61                         81         0.1323
61                         82         0.2704
61                         83         0.0420
61                         84         0.2931
61                         85         0.8102
61                         86         0.0851
61                         87         1.2288
61                         88         0.0402
61                         89         0.0118
61                         90         0.0097
61                         91         0.0041
61                         92         0.0407
61                         93         0.2238
61                         94         0.0696
61                         95         0.0064
61                         96         0.2797
61                         97         0.1127
61                         98         0.1381
61                         99         0.0064
61                         100         0.0078
61                         101         0.0695
61                         102         0.0183
61                         103         0.0019
61                         104         0.1836
61                         105         0.0093

62                         0         100.0000
62                         1         0.0000
62                         2         0.0000
62                         3         0.0000
62                         4         0.0000
62                         5         0.0005
62                         6         0.0006
62                         7         0.0012
62                         8         0.0001
62                         9         0.0000
62                         10         0.0049
62                         11         0.0001
62                         12         0.0038
62                         13         0.0005
62                         14         0.0002
62                         15         0.0012
62                         16         0.0003
62                         17         0.0018
62                         18         0.0001
62                         19         0.0000
62                         20         0.0019
62                         21         0.0000
62                         22         0.0006
62                         23         0.0024
62                         24         0.0000
62                         25         0.0002
62                         26         0.0182
62                         27         0.0077
62                         28         0.0033
62                         29         0.0082
62                         30         0.0101
62                         31         0.0082
62                         32         0.0015
62                         33         0.0450
62                         34         0.0255
62                         35         0.0342
62                         36         0.2139
62                         37         0.0028
62                         38         0.0050
62                         39         0.0527
62                         40         0.0140
62                         41         0.4600
62                         42         0.3206
62                         43         0.9457
62                         44         0.2767
62                         45         0.0147
62                         46         0.3547
62                         47         0.0530
62                         48         0.1241
62                         49         0.0044
62                         50         0.0227
62                         51         1.3194
62                         52         0.4849
62                         53         0.0153
62                         54         1.1968
62                         55         4.7811
62                         56         1.5457
62                         57         13.6518
62                         58         12.1386
62                         59         1.2392
62                         60         3.7586
62                         61         9.4779
62                         62         1.8775
62                         63         5.3105
62                         64         0.1603
62                         65         1.2117
62                         66         7.5670
62                         67         0.0193
62                         68         0.5243
62                         69         8.0229
62                         70         4.2683
62                         71         4.0257
62                         72         1.3131
62                         73         0.1227
62                         74         0.7127
62                         75         0.0221
62                         76         0.0102
62                         77         2.0265
62                         78         0.0935
62                         79         0.3354
62                         80         1.7764
62                         81         0.2281
62                         82         0.3196
62                         83         0.1023
62                         84         0.0174
62                         85         0.3622
62                         86         0.4568
62                         87         0.9922
62                         88         0.0175
62                         89         0.0090
62                         90         0.1683
62                         91         0.0675
62                         92         0.0000
62                         93         0.0232
62                         94         0.0675
62                         95         0.0176
62                         96         0.0002
62                         97         1.6730
62                         98         0.2013
62                         99         0.1175
62                         100         0.0090
62                         101         0.0725
62                         102         0.3580
62                         103         0.0617
62                         104         0.0842
62                         105         0.4208

63                         0         100.0000
63                         1         0.0002
63                         2         0.0000
63                         3         0.0007
63                         4         0.0029
63                         5         0.0003
63                         6         0.0032
63                         7         0.0015
63                         8         0.0035
63                         9         0.0007
63                         10         0.0000
63                         11         0.0030
63                         12         0.0112
63                         13         0.0051
63                         14         0.0001
63                         15         0.0017
63                         16         0.0061
63                         17         0.0000
63                         18         0.0020
63                         19         0.0123
63                         20         0.0010
63                         21         0.0106
63                         22         0.0457
63                         23         0.0018
63                         24         0.0026
63                         25         0.0099
63                         26         0.0021
63                         27         0.0036
63                         28         0.0091
63                         29         0.0001
63                         30         0.0000
63                         31         0.0027
63                         32         0.0124
63                         33         0.0010
63                         34         0.0006
63                         35         0.0047
63                         36         0.0000
63                         37         0.0074
63                         38         0.0089
63                         39         0.0753
63                         40         0.0000
63                         41         0.0771
63                         42         0.0037
63                         43         0.0143
63                         44         0.2883
63                         45         0.0202
63                         46         0.1237
63                         47         0.0433
63                         48         0.0013
63                         49         0.0677
63                         50         0.0062
63                         51         0.0003
63                         52         0.0173
63                         53         0.1652
63                         54         0.0715
63                         55         1.3422
63                         56         0.0737
63                         57         3.2218
63                         58         8.2877
63                         59         0.0026
63                         60         1.9616
63                         61         0.9143
63                         62         2.3005
63                         63         0.0766
63                         64         10.8095
63                         65         39.3257
63                         66         2.2342
63                         67         12.4374
63                         68         2.0022
63                         69         0.3487
63                         70         1.1695
63                         71         0.0220
63                         72         0.0110
63                         73         0.1018
63                         74         1.2119
63                         75         0.0004
63                         76         0.0401
63                         77         0.2545
63                         78         2.3197
63                         79         2.0432
63                         80         0.0322
63                         81         0.0301
63                         82         0.4757
63                         83         0.1618
63                         84         0.2398
63                         85         0.0804
63                         86         1.3058
63                         87         0.4023
63                         88         0.2081
63                         89         0.0084
63                         90         0.0259
63                         91         0.0340
63                         92         0.0549
63                         93         0.0442
63                         94         0.0010
63                         95         0.0002
63                         96         0.0732
63                         97         0.2295
63                         98         0.0945
63                         99         0.0356
63                         100         0.0764
63                         101         0.0001
63                         102         0.0331
63                         103         0.0098
63                         104         0.1119
63                         105         0.0917

64                         0         100.0000
64                         1         0.0006
64                         2         0.0008
64                         3         0.0000
64                         4         0.0007
64                         5         0.0001
64                         6         0.0005
64                         7         0.0010
64                         8         0.0010
64                         9         0.0029
64                         10         0.0001
64                         11         0.0015
64                         12         0.0001
64                         13         0.0000
64                         14         0.0001
64                         15         0.0030
64                         16         0.0013
64                         17         0.0001
64                         18         0.0018
64                         19         0.0192
64                         20         0.0003
64                         21         0.0007
64                         22         0.0000
64                         23         0.0013
64                         24         0.0101
64                         25         0.0001
64                         26         0.0003
64                         27         0.0104
64                         28         0.0056
64                         29         0.0012
64                         30         0.0019
64                         31         0.0004
64                         32         0.0076
64                         33         0.1092
64                         34         0.0366
64                         35         0.0353
64                         36         0.0639
64                         37         0.0154
64                         38         0.0509
64                         39         0.0015
64                         40         0.0040
64                         41         0.0063
64                         42         0.1538
64                         43         0.0973
64                         44         0.0002
64                         45         0.0130
64                         46         0.0484
64                         47         0.4921
64                         48         0.6934
64                         49         0.3113
64                         50         0.0054
64                         51         0.0738
64                         52         0.0111
64                         53         0.1602
64                         54         0.4487
64                         55         1.3795
64                         56         0.4116
64                         57         0.0397
